enzymes	ranges	minUsage	maxUsage
usage_prot_O32583_1	0	0	0
usage_prot_P00350_1	2.76910916024087	-2.76910916024087	0
usage_prot_P00363_1	0.236248738799566	-0.236248738799566	0
usage_prot_P00363_2	0.259198647977713	-0.259198647977713	0
usage_prot_P00370_1	5.76781398996836	-5.76781398996836	0
usage_prot_P00370_2	10.6181538784333	-10.6181538784333	0
usage_prot_P00393_1	3.86917668468838	-3.86917668468838	0
usage_prot_P00393_2	4.42070298308309	-4.42070298308309	0
usage_prot_P00393_3	2.26919502973669	-2.26919502973669	0
usage_prot_P00448_1	7.7970678531143	-7.7970678531143	0
usage_prot_P00452_1	1.02910569376888	-1.02910569376888	0
usage_prot_P00452_2	1.02910569376888	-1.02910569376888	0
usage_prot_P00452_3	1.029105693769	-1.029105693769	0
usage_prot_P00452_4	1.02910569376877	-1.02910569376877	0
usage_prot_P00452_5	1.02910569355409	-1.02910569355409	0
usage_prot_P00452_6	1.02910569355409	-1.02910569355409	0
usage_prot_P00452_7	1.02910569355409	-1.02910569355409	0
usage_prot_P00452_8	0.672863059781043	-0.672863059781043	0
usage_prot_P00490_1	12.5381674296512	-12.5381674296512	0
usage_prot_P00490_2	12.5381674296512	-12.5381674296512	0
usage_prot_P00490_3	12.5381674296497	-12.5381674296497	0
usage_prot_P00490_4	12.5381674296513	-12.5381674296513	0
usage_prot_P00490_5	12.5381674296512	-12.5381674296512	0
usage_prot_P00490_6	12.5381674296512	-12.5381674296512	0
usage_prot_P00490_7	12.5381674296512	-12.5381674296512	0
usage_prot_P00490_8	10.1181304177824	-10.1181304177824	0
usage_prot_P00509_1	12.5403484316267	-12.5403484316267	0
usage_prot_P00509_2	12.5403484316273	-12.5403484316273	0
usage_prot_P00509_3	12.5403482555156	-12.5403482555156	0
usage_prot_P00509_4	12.5403482555169	-12.5403482555169	0
usage_prot_P00509_5	12.5403482555169	-12.5403482555169	0
usage_prot_P00509_6	12.5403482555173	-12.5403482555173	0
usage_prot_P00509_7	12.5403482439048	-12.5403482439048	0
usage_prot_P00509_8	12.5403483991084	-12.5403483991084	0
usage_prot_P00509_9	0	0	0
usage_prot_P00547_1	0.259660875961599	-0.259660875961599	0
usage_prot_P00547_2	0.353068191465641	-0.353068191465641	0
usage_prot_P00547_3	0.353068191465662	-0.353068191465662	0
usage_prot_P00547_4	0.353068191465662	-0.353068191465662	0
usage_prot_P00547_5	0	0	0
usage_prot_P00550_1	0	0	0
usage_prot_P00561_1	11.2072689109822	-11.2072689109822	0
usage_prot_P00561_10	11.2226516216822	-11.2226516216822	0
usage_prot_P00561_11	12.8602443750337	-12.8602443750337	0
usage_prot_P00561_12	12.3847727383545	-12.3847727383545	0
usage_prot_P00561_2	12.3847727335311	-12.3847727335311	0
usage_prot_P00561_3	12.3847727335311	-12.3847727335311	0
usage_prot_P00561_4	12.3847727335311	-12.3847727335311	0
usage_prot_P00561_5	12.3847727335311	-12.3847727335311	0
usage_prot_P00561_6	12.4221215005414	-12.4221215005414	0
usage_prot_P00561_7	12.4221215005414	-12.4221215005414	0
usage_prot_P00561_8	12.6633901058194	-12.6633901058194	0
usage_prot_P00561_9	6.9581525442446	-6.9581525442446	0
usage_prot_P00562_1	12.6037570040462	-12.6037570040462	0
usage_prot_P00562_10	12.6037569715257	-12.6037569715257	0
usage_prot_P00562_11	12.9177708771042	-12.9177708771042	0
usage_prot_P00562_12	12.9177710183491	-12.9177710183491	0
usage_prot_P00562_2	12.9177710183489	-12.9177710183489	0
usage_prot_P00562_3	12.9177710183489	-12.9177710183489	0
usage_prot_P00562_4	12.91777101835	-12.91777101835	0
usage_prot_P00562_5	12.9177710183489	-12.9177710183489	0
usage_prot_P00562_6	12.9177710183489	-12.9177710183489	0
usage_prot_P00562_7	12.9177710183489	-12.9177710183489	0
usage_prot_P00562_8	12.9177710183489	-12.9177710183489	0
