FirstKO,WTMu,FirstMu,FirstSubpoolID,FirstSubpoolNum,EsKcatNum,DKO,DKOMu,DKOSubpoolID,DKOSubpoolNum
usage_prot_P00350_1,0.11,0.11,subpool_P00350,0,0.257742108360202,usage_prot_P00350_1,0.11,subpool_P00350,0
usage_prot_P00350_1,0.11,0.11,subpool_P00350,0,0.257742108360202,usage_prot_P00547_1,0.11,subpool_P00547,0
usage_prot_P00350_1,0.11,0.11,subpool_P00350,0,0.257742108360202,usage_prot_P00888_1,0.11,subpool_P00888,0
usage_prot_P00350_1,0.11,0.11,subpool_P00350,0,0.257742108360202,usage_prot_P00895_1,0.11,subpool_P00895,0
usage_prot_P00350_1,0.11,0.11,subpool_P00350,0,0.257742108360202,usage_prot_P00903_1,0.11,subpool_P00903,0
usage_prot_P00350_1,0.11,0.11,subpool_P00350,0,0.257742108360202,usage_prot_P00934_1,0.11,subpool_P00934,0
usage_prot_P00350_1,0.11,0.11,subpool_P00350,0,0.257742108360202,usage_prot_P00963_1,0.11,subpool_P00963,0
usage_prot_P00350_1,0.11,0.11,subpool_P00350,0,0.257742108360202,usage_prot_P02918_1,0.11,subpool_P02918,0
usage_prot_P00350_1,0.11,0.11,subpool_P00350,0,0.257742108360202,usage_prot_P02943_1,0.11,subpool_P02943,0
usage_prot_P00350_1,0.11,0.11,subpool_P00350,0,0.257742108360202,usage_prot_P04693_1,0.11,subpool_P04693,0
usage_prot_P00350_1,0.11,0.11,subpool_P00350,0,0.257742108360202,usage_prot_P05042_1,0.11,subpool_P05042,0
usage_prot_P00350_1,0.11,0.11,subpool_P00350,0,0.257742108360202,usage_prot_P05791_1,0.11,subpool_P05791,0
usage_prot_P00350_1,0.11,0.11,subpool_P00350,0,0.257742108360202,usage_prot_P06960_1,0.11,subpool_P06960,0
usage_prot_P00350_1,0.11,0.11,subpool_P00350,0,0.257742108360202,usage_prot_P06968_1,0.11,subpool_P06968,0
usage_prot_P00350_1,0.11,0.11,subpool_P00350,0,0.257742108360202,usage_prot_P06986_1,0.11,subpool_P06986,0
usage_prot_P00350_1,0.11,0.11,subpool_P00350,0,0.257742108360202,usage_prot_P06988_1,0.11,subpool_P06988,0
usage_prot_P00350_1,0.11,0.11,subpool_P00350,0,0.257742108360202,usage_prot_P06996_1,0.11,subpool_P06996,0
usage_prot_P00350_1,0.11,0.11,subpool_P00350,0,0.257742108360202,usage_prot_P07014_1,0.102874717968715,subpool_P07014,0
usage_prot_P00350_1,0.11,0.11,subpool_P00350,0,0.257742108360202,usage_prot_P07862_1,0.11,subpool_P07862,0
usage_prot_P00350_1,0.11,0.11,subpool_P00350,0,0.257742108360202,usage_prot_P08142_1,0.11,subpool_P08142,0
usage_prot_P00350_1,0.11,0.11,subpool_P00350,0,0.257742108360202,usage_prot_P08200_1,0.11,subpool_P08200,0
usage_prot_P00350_1,0.11,0.11,subpool_P00350,0,0.257742108360202,usage_prot_P08373_1,0.11,subpool_P08373,0
usage_prot_P00350_1,0.11,0.11,subpool_P00350,0,0.257742108360202,usage_prot_P09831_1,0.11,subpool_P09831,0
