FirstKO	FirstMu	FirstSubpoolID	FirstSubpoolNum	EsKcatNum	DKO	DKOMu	DKOSubpoolID	DKOSubpoolNum
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P00888_1	0.1	subpool_P00888	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P00895_1	0.1	subpool_P00895	0.0195117181474416
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P00903_1	0.1	subpool_P00903	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P00934_1	0.1	subpool_P00934	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P00963_1	0.1	subpool_P00963	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P04391_1	0.1	subpool_P04391	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P04693_1	0.1	subpool_P04693	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P05042_1	0.1	subpool_P05042	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P05791_1	0.1	subpool_P05791	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P06968_1	0.1	subpool_P06968	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P06988_1	0.1	subpool_P06988	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P06996_1	0.1	subpool_P06996	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P07014_1	0.1	subpool_P07014	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P07023_1	0.1	subpool_P07023	0.0418727846421234
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P07862_1	0.1	subpool_P07862	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P08142_1	0.1	subpool_P08142	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P08200_1	0.1	subpool_P08200	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P08373_1	0.1	subpool_P08373	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P09831_1	0.1	subpool_P09831	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P0A6A6_1	0.1	subpool_P0A6A6	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P0A6B4_1	0.1	subpool_P0A6B4	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P0A6E1_1	0.1	subpool_P0A6E1	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P0A6J3_1	0.1	subpool_P0A6J3	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P0A6S7_1	0.1	subpool_P0A6S7	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P0A717_1	0.1	subpool_P0A717	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P0A720_1	0.1	subpool_P0A720	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P0A752_1	0.1	subpool_P0A752	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P0A790_1	0.1	subpool_P0A790	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P0A7A9_1	0.1	subpool_P0A7A9	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P0A7E5_1	0.1	subpool_P0A7E5	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P0A7E9_1	0.1	subpool_P0A7E9	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P0A853_1	0.1	subpool_P0A853	0.0195117181474416
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P0A858_1	0.1	subpool_P0A858	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P0A877_1	0.1	subpool_P0A877	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P0A879_1	0.1	subpool_P0A879	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P0A8H3_1	0.1	subpool_P0A8H3	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P0A991_1	0.1	subpool_P0A991	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P0A9B2_1	0.1	subpool_P0A9B2	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P0A9G6_1	0.1	subpool_P0A9G6	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P0A9J4_1	0.1	subpool_P0A9J4	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P0A9J8_1	0.1	subpool_P0A9J8	0.0194933090799623
usage_prot_P00547_1	0.1	subpool_P00547	0.0194933090799623	0.0142667479732089	usage_prot_P0A9L8_1	0.1	subpool_P0A9L8	0.0194933090799623
