Subpools	Deltas
usage_prot_P00934_1	-0.00180152700147573
usage_prot_P00934_2	0.00209884263233562
usage_prot_P00934_4	8.36302558582247e-05
usage_prot_P04693_1	-0.00178804329698323
usage_prot_P04693_2	0.00189844660837934
usage_prot_P04693_11	-1.81248259423228e-05
usage_prot_P04693_18	6.4480879018447e-05
usage_prot_P06996_1	-3.91506220012161e-05
usage_prot_P06996_67	0.102069000000029
usage_prot_P06996_444	-0.170217217009963
usage_prot_P06996_522	0.126234064696177
usage_prot_P06999_1	-0.0230057277310607
usage_prot_P06999_4	0.0148422415269351
usage_prot_P06999_5	0.00931377259075816
usage_prot_P07023_1	-23.6360307561755
usage_prot_P07023_2	18.1945790484333
usage_prot_P07023_5	6.62325324555104
usage_prot_P0A6R0_1	-6.6203938331455e-08
usage_prot_P0A6R0_3	6.95141579853953e-08
usage_prot_P0A853_1	-0.0308848482479789
usage_prot_P0A853_2	0.0324290906603437
usage_prot_P0A877_1	-0.00407868988475002
usage_prot_P0A877_2	0.00407868988475002
usage_prot_P0A879_1	-0.00610357396794825
usage_prot_P0A879_2	0.00610357396794825
usage_prot_P0A8H3_1	-0.000472256891043799
usage_prot_P0A8H3_2	0.000495869735573251
usage_prot_P0A9B2_1	-0.68713014286584
usage_prot_P0A9B2_2	0.531880736573726
usage_prot_P0A9B2_4	0.189605913435457
usage_prot_P0A9J4_1	-1.15324769467406e-06
usage_prot_P0A9J4_2	1.21091011351382e-06
usage_prot_P0A9L8_1	-0.0610431036355976
usage_prot_P0A9L8_3	0.0640952588173604
usage_prot_P0A9T0_1	-0.203497920938162
usage_prot_P0A9T0_3	0.169235018967129
usage_prot_P0A9T0_5	0.0444377980179524
usage_prot_P0AAE0_1	-0.0113820617823421
usage_prot_P0AAE0_2	0.0119511648714479
usage_prot_P0ABI4_1	-0.000123786411108995
usage_prot_P0ABI4_2	0.000128471798689134
usage_prot_P0ADC6_1	-2.10732980576722e-06
usage_prot_P0ADC6_2	2.15913780721166e-06
usage_prot_P0ADC6_4	5.35584376848419e-08
usage_prot_P0ADV1_1	-1.07049118014402e-06
usage_prot_P0ADV1_2	1.09679660909023e-06
usage_prot_P0ADV1_5	2.72191300609848e-08
usage_prot_P0AF12_1	-3.91802079775516e-05
usage_prot_P0AF12_2	4.77333170686006e-05
usage_prot_P0AF12_3	-1.69226177535622e-06
usage_prot_P0AF98_1	-2.14654960473126e-06
usage_prot_P0AF98_2	2.19936748635519e-06
usage_prot_P0AF98_3	5.4509541769221e-08
usage_prot_P0AFI7_1	-9.71595572991646e-05
usage_prot_P0AFI7_2	0.000102017535141385
usage_prot_P10902_1	-0.000201156511934641
usage_prot_P10902_4	0.000201156511934641
usage_prot_P15639_1	-0.158077357456136
usage_prot_P15639_2	0.171135326484432
usage_prot_P15639_4	0.0258709167839015
usage_prot_P21151_1	-0.0431155737600193
usage_prot_P21151_2	0.0407980682248308
usage_prot_P21151_9	-0.0625446997632935
usage_prot_P21151_10	0.0718533313208809
usage_prot_P21177_1	-0.0384407340800408
usage_prot_P21177_2	0.0376140524901984
usage_prot_P21177_11	-0.00714900875459534
usage_prot_P21177_21	0.0399744818465706
usage_prot_P21177_22	-0.0209865645143736
usage_prot_P21177_33	-0.00131696924984226
usage_prot_P21177_36	-0.097500337667384
usage_prot_P21177_38	0.112772194939339
usage_prot_P22564_1	-0.0153805055450675
usage_prot_P22564_2	0.0161495308223209
usage_prot_P23721_1	-0.916890335841572
usage_prot_P23721_2	0.79781620632582
usage_prot_P23721_5	0.16491864630791
usage_prot_P23830_1	-0.00440433765584203
usage_prot_P23830_2	0.00442601295844725
usage_prot_P23830_5	0.00104638388097555
usage_prot_P23830_6	-0.000363238784871101
usage_prot_P23845_1	-0.00637438269882296
usage_prot_P23845_2	0.0131175054546493
usage_prot_P23845_3	-0.00318676933248592
usage_prot_P24186_1	-0.0749647604534402
usage_prot_P24186_2	0.0218638772738586
usage_prot_P24186_3	0.0611866962068461
usage_prot_P24186_4	6.82121026329696e-13
usage_prot_P27302_1	-0.156609807308428
usage_prot_P27302_2	0.164440297673849
usage_prot_P33940_1	-0.00034658589618175
usage_prot_P33940_2	0.000363915190973785
usage_prot_P39831_1	-0.00310096534599325
usage_prot_P39831_2	0.00325601361328154
usage_prot_P50457_1	-0.0194631485732089
usage_prot_P50457_2	0.0161074039530149
usage_prot_P50457_3	0.00432890204876912
usage_prot_P60752_1	-0.0065929898775039
usage_prot_P60752_2	0.00660739947204547
usage_prot_P60752_4	0.00687156919138943
usage_prot_P60752_11	-0.00703267172218602
usage_prot_P60752_13	0.000827976016239518
usage_prot_P62620_1	-0.000201765383962993
usage_prot_P62620_2	0.000201765383962993
