enzymes	ranges	minUsage	maxUsage
usage_prot_O32583_1	0	0	0
usage_prot_P00350_1	1.34772483028314	-1.34772483028314	0
usage_prot_P00363_1	0.12356526759379	-0.12356526759379	0
usage_prot_P00363_2	0.130505677039373	-0.130505677039373	0
usage_prot_P00370_1	3.26188600190952	-3.26188600190952	0
usage_prot_P00370_2	4.65692210184224	-4.65692210184224	0
usage_prot_P00393_1	0.761032329481054	-0.761032329481054	0
usage_prot_P00393_2	1.79074489837717	-1.79074489837717	0
usage_prot_P00393_3	0.905731898446415	-0.905731898446415	0
usage_prot_P00448_1	3.28484439530653	-3.28484439530653	0
usage_prot_P00452_1	0.22962941694457	-0.22962941694457	0
usage_prot_P00452_2	0.311831575125165	-0.311831575125165	0
usage_prot_P00452_3	0.235171195101486	-0.235171195101486	0
usage_prot_P00452_4	0.221673383032112	-0.221673383032112	0
usage_prot_P00452_5	0.312460510536756	-0.312460510536756	0
usage_prot_P00452_6	0.235525944307824	-0.235525944307824	0
usage_prot_P00452_7	0.221985668013401	-0.221985668013401	0
usage_prot_P00452_8	0.229973702361121	-0.229973702361121	0
usage_prot_P00490_1	3.24437214052522	-3.24437214052522	0
usage_prot_P00490_2	2.8866678511574	-2.8866678511574	0
usage_prot_P00490_3	3.27434358021981	-3.27434358021981	0
usage_prot_P00490_4	1.50793286972727	-1.50793286972727	0
usage_prot_P00490_5	3.63204797755839	-3.63204797755839	0
usage_prot_P00490_6	1.01254219028681	-1.01254219028681	0
usage_prot_P00490_7	1.18386827843292	-1.18386827843292	0
usage_prot_P00490_8	5.01078231784347	-5.01078231784347	0
usage_prot_P00509_1	6.49050483603939	-6.49050483603939	0
usage_prot_P00509_2	6.54115377275491	-6.54115377275491	0
usage_prot_P00509_3	0	0	0
usage_prot_P00509_4	6.4947753953125	-6.4947753953125	0
usage_prot_P00509_5	6.49843065241379	-6.49843065241379	0
usage_prot_P00509_6	6.4990629637914	-6.4990629637914	0
usage_prot_P00509_7	6.54250315617363	-6.54250315617363	0
usage_prot_P00509_8	0	0	0
usage_prot_P00509_9	0	0	0
usage_prot_P00547_1	3.63776778158353e-05	-3.63776778158353e-05	0
usage_prot_P00547_2	0.191230469924676	-0.208774448096619	-0.0175439781719433
usage_prot_P00547_3	0	0	0
usage_prot_P00547_4	0	0	0
usage_prot_P00547_5	0	0	0
usage_prot_P00550_1	0	0	0
usage_prot_P00561_1	4.22043631226087	-4.22043631226087	0
usage_prot_P00561_10	5.83476531745678	-5.83476531745678	0
usage_prot_P00561_11	5.84268116272091	-5.84268116272091	0
usage_prot_P00561_12	5.78344718289213	-5.78344718289213	0
usage_prot_P00561_2	4.22043636327624	-4.22043636327624	0
usage_prot_P00561_3	4.22043758616218	-4.22043758616218	0
usage_prot_P00561_4	4.22043631226246	-4.22043631226246	0
usage_prot_P00561_5	4.22043631226149	-4.22043631226149	0
usage_prot_P00561_6	4.22043631226075	-4.22043631226075	0
usage_prot_P00561_7	3.32659648929912	-3.32659648929912	0
usage_prot_P00561_8	3.32659648929737	-3.32659648929737	0
usage_prot_P00561_9	3.6176109271363	-3.6176109271363	0
usage_prot_P00562_1	1.72027364233966	-1.72027364233966	0
usage_prot_P00562_10	4.864031131401	-4.864031131401	0
usage_prot_P00562_11	4.9122732052261	-4.9122732052261	0
usage_prot_P00562_12	4.43470954508905	-4.43470954508905	0
usage_prot_P00562_2	1.72027364233953	-1.72027364233953	0
usage_prot_P00562_3	2.46361000001881	-2.46361000001881	0
usage_prot_P00562_4	4.21657996068249	-4.21657996068249	0
usage_prot_P00562_5	4.21658123342124	-4.21658123342124	0
usage_prot_P00562_6	4.21658123341854	-4.21658123341854	0
usage_prot_P00562_7	4.21657996068234	-4.21657996068234	0
usage_prot_P00562_8	4.21657996068297	-4.21657996068297	0
usage_prot_P00562_9	4.21658123341891	-4.21658123341891	0
usage_prot_P00634_1	0	0	0
usage_prot_P00634_10	0	0	0
usage_prot_P00634_11	0	0	0
usage_prot_P00634_12	0	0	0
usage_prot_P00634_13	0	0	0
usage_prot_P00634_14	0	0	0
usage_prot_P00634_15	0	0	0
usage_prot_P00634_16	0	0	0
usage_prot_P00634_2	0	0	0
usage_prot_P00634_3	0	0	0
usage_prot_P00634_4	0	0	0
usage_prot_P00634_5	0	0	0
usage_prot_P00634_6	0	0	0
usage_prot_P00634_7	0	0	0
usage_prot_P00634_8	0	0	0
usage_prot_P00634_9	0	0	0
usage_prot_P00722_1	0	0	0
usage_prot_P00722_2	0	0	0
usage_prot_P00722_3	0	0	0
usage_prot_P00722_4	0	0	0
usage_prot_P00805_1	0	0	0
usage_prot_P00805_2	0.791643171642217	-0.791643171642217	0
usage_prot_P00816_1	1.40193528269103	-1.40193528269103	0
usage_prot_P00816_2	0	0	0
usage_prot_P00816_3	0	0	0
usage_prot_P00816_4	0	0	0
usage_prot_P00816_5	6.51437478809633	-6.51437478809633	0
usage_prot_P00861_1	0.243382344115275	-0.350109876208307	-0.106727532093032
usage_prot_P00864_1	3.78986169307075	-3.78986169307075	0
usage_prot_P00887_1	0.239419654794009	-0.239419654794009	0
usage_prot_P00888_1	0.0667737174073864	-0.0667737174073864	0
usage_prot_P00893_1	0.177355107386234	-0.177355107386234	0
usage_prot_P00893_2	3.69816561577968	-3.69816561577968	0
usage_prot_P00894_1	0.0506202096510732	-0.0506202096510732	0
usage_prot_P00894_2	1.05554117738436	-1.05554117738436	0
usage_prot_P00895_1	0.0633244288533741	-0.0633244288533741	0
usage_prot_P00903_1	0.0527951397330071	-0.0527951397330071	0
usage_prot_P00903_2	0.44644002709299	-0.44644002709299	0
usage_prot_P00904_1	2.85186025983039	-2.86952382417944	-0.0176635643490499
usage_prot_P00904_2	3.66685451690728	-3.66685451690728	0
usage_prot_P00904_3	0.227740752750836	-0.227740752750836	0
usage_prot_P00904_4	0.0626392068710215	-0.0626392068710215	0
usage_prot_P00909_1	0.310584294955165	-0.350342278660209	-0.0397579837050444
usage_prot_P00909_2	0.356491646479314	-0.402126230053357	-0.0456345835740422
usage_prot_P00926_1	1.23685700808601	-1.23685700808601	0
usage_prot_P00934_1	0	0	0
usage_prot_P00934_2	0	0	0
usage_prot_P00934_3	0.426560424592026	-0.465694181212029	-0.0391337566200036
usage_prot_P00934_4	2.6916669578506	-2.6916669578506	0
usage_prot_P00935_1	0.0421460574391887	-0.0421460574391887	0
usage_prot_P00935_2	0.112533033955536	-0.112533033955536	0
usage_prot_P00935_3	0.112533033955536	-0.112533033955536	0
usage_prot_P00935_4	0.0515246580301248	-0.0515246580301248	0
usage_prot_P00935_5	0	0	0
usage_prot_P00936_1	0.786155896759169	-0.786155896759169	0
usage_prot_P00936_2	0.803236021869111	-0.803236021869111	0
usage_prot_P00944_1	2.3010540639893	-2.3010540639893	0
usage_prot_P00944_2	3.06490182648542	-3.06490182648542	0
usage_prot_P00944_3	3.45381290592739	-3.45381290592739	0
usage_prot_P00944_4	4.86485977867645	-5.1502256684251	-0.285365889748645
usage_prot_P00946_1	2.99234215686386	-2.99234215686386	0
usage_prot_P00946_2	3.52637363995602	-3.52637363995602	0
usage_prot_P00963_1	0.204339205078718	-0.204339205078718	0
usage_prot_P00963_2	0	0	0
usage_prot_P00968_1	1.22235563319837	-1.22235563319837	0
usage_prot_P02916_1	0	0	0
usage_prot_P02916_2	0	0	0
usage_prot_P02916_3	0	0	0
usage_prot_P02916_4	0	0	0
usage_prot_P02916_5	0	0	0
usage_prot_P02916_6	0	0	0
usage_prot_P02918_1	0.054883665378179	-0.054883665378179	0
usage_prot_P02918_2	0.0327549598425776	-0.0327549598425776	0
usage_prot_P02918_3	0.0326388468090499	-0.0326388468090499	0
usage_prot_P02918_4	0.057622158966961	-0.057622158966961	0
usage_prot_P02919_1	0.0552654328988638	-0.0552654328988638	0
usage_prot_P02919_2	0.0329834567071433	-0.0329834567071433	0
usage_prot_P02919_3	0.0328665477002232	-0.0328665477002232	0
usage_prot_P02919_4	0.0580228017389572	-0.0580228017389572	0
usage_prot_P02920_1	2.25031767237723	-2.25031767237723	0
usage_prot_P02920_2	2.25031699313865	-2.25031699313865	0
usage_prot_P02921_1	2.43617630698168	-2.43617630698168	0
usage_prot_P02924_1	0.0698736152487902	-0.0698736152487902	0
usage_prot_P02925_1	0	0	0
usage_prot_P02929_1	0.185886876138738	-0.185886876138738	0
usage_prot_P02929_10	0.193524556832358	-0.193524556832358	0
usage_prot_P02929_11	0.19352455449552	-0.19352455449552	0
usage_prot_P02929_2	0.0740419618023225	-0.0740419618023225	0
